Nama,IPS 1,IPS 2,IPS 3,IPS 4,Jenis Kelamin
Brunhilda Note,3.134679548,2.601233725,3.780897397,3.057955853,Female
Elbert Ziemecki,2.851959645,2.225790019,3.087986419,1.198643245,Male
Clo Ralston,3.132663292,2.843973,3.3881761,1.916676155,Female
Carrol Aspin,2.044381321,3.404132458,1.932031656,3.564253732,Male
Lindi Wishart,3.458274745,1.579902338,3.177666808,1.389007491,Female
George Toping,3.791692343,3.467352391,2.978633634,1.029385387,Male
Milissent Douce,2.590048939,3.565318859,3.703318342,3.222639971,Female
Emeline Bertomier,2.988276158,3.078199201,1.220532681,3.337076889,Female
Kathie Galpen,3.791465,2.284466946,3.050679886,2.439598461,Female
Alfredo Mazzilli,2.999390273,2.354240037,2.866022704,3.281044301,Male
Cilka Steers,3.127437699,2.286380888,3.603540845,2.649986586,Female
Cherri Martins,3.285524346,2.944408761,1.303364174,1.048835909,Female
Dre Bareford,2.355041602,2.570319045,2.820682028,1.834210436,Female
Kipper Kluss,1.06816883,1.984681348,2.194224564,2.096491105,Male
Katerina Atheis,1.64564548,1.815362454,2.343066302,3.858241808,Female
Shepard Reggler,3.88003785,2.11420225,2.432273417,3.355242856,Male
Garold Wrassell,1.986058968,1.184496335,1.053829762,1.183263621,Male
Marius Acum,2.543678508,3.943180473,2.169264941,2.462467366,Male
Sauveur Wellington,3.674654508,1.91005303,3.418932537,2.870066746,Male
Tuck Rominov,3.309497422,3.909673934,1.785040486,2.457975814,Male
Titos McPolin,2.7791135,1.94832762,1.821183892,2.146539728,Male
Tonya Crookshanks,1.084525262,1.020344413,2.192659008,3.123817777,Female
Jaime Sancroft,2.023162179,1.68648364,2.712016553,1.397729568,Female
Stirling Golightly,3.934987616,1.594169585,1.65812585,2.023467704,Male
Patricia Ritchings,1.706874118,2.696440326,2.38906843,3.992612179,Female
Sela Francescoccio,1.293203174,2.460612492,3.74236434,1.520347586,Female
Bernardo Wiltshier,2.732707897,3.027821464,1.049265389,2.215544521,Male
Henryetta Killiner,2.56765729,2.062966711,2.804575341,1.748199552,Female
Hendrik Briand,3.917406201,2.073907887,3.091068048,1.718204899,Male
Christiano Manhood,1.101046428,3.121899514,1.661510901,1.934209125,Male
Jaime Loutheane,2.622364613,2.578084747,2.481433227,1.816603394,Female
Clari Chittleburgh,2.665014966,1.27573796,2.169028199,2.306075279,Female
Alex Greenman,2.046948144,1.395614866,1.044305685,3.5346616,Female
Weider Toffel,1.169448857,1.358959295,1.370237613,2.456366278,Male
Avie Lennon,3.940201198,2.101424185,3.759481196,3.293558346,Female
Conant Island,1.559848942,2.54083901,2.956234404,3.793770224,Male
Pebrook Trundle,3.976820137,1.911321344,1.43064656,2.301506597,Male
Loria de Aguirre,2.774740639,3.176271044,3.200144908,1.786649626,Female
Rhetta Tour,2.107593629,3.574571307,2.4567109,2.406924993,Female
Abrahan Pargetter,2.165201197,3.431810865,1.902056615,2.685750276,Male
Lynne Stefanovic,1.406648701,3.738093314,2.11275529,1.986567381,Female
Demetria Mynett,1.559175307,1.216058451,2.400720793,1.561807517,Female
Harley Nichol,1.758818302,1.660256543,2.241635407,3.449867415,Male
Shaughn Dyson,1.556103863,2.789792324,1.184411715,1.588657032,Male
Kendal Cockley,1.487908992,2.961784674,3.141500325,2.749087411,Male
Michaella Gerrans,1.910927766,3.089135494,3.097654213,1.626153001,Female
Mehetabel Enser,3.295306036,2.729854342,3.487397419,1.724177002,Female
Flinn Bere,1.812937548,2.658028414,2.267366195,1.270580513,Male
Katha Harriott,1.361151493,3.545093894,2.744309554,2.059732347,Female
Andria Tullot,3.989524096,2.2050498,2.743853836,1.420036856,Female
Bibby Paulin,3.185414546,1.072058524,1.917676224,2.242403712,Female
Marven Towlson,1.420248686,1.549827828,1.150257511,3.0488828,Male
Kittie Rees,2.51055109,2.27128285,2.91516609,3.731694737,Female
Manny Apedaile,2.927540892,2.420773307,1.541952085,3.982287856,Male
Leshia Landes,3.6290946,2.010576526,2.223839165,2.409264796,Female
Dominique Howell,1.338204523,1.715756536,2.961395666,1.422548942,Male
Gardie Haselden,2.586789864,1.291524654,2.803410936,1.877458372,Male
Renata Mowsley,3.16118461,2.658992429,2.608480634,2.276744428,Female
Torr Killoran,3.076139272,3.887804036,1.165533996,1.911267535,Male
Gypsy Heynen,2.560362169,3.228376205,3.22068064,1.625681557,Female
Justinian Lawee,3.170726332,2.616645601,3.590349845,2.003247894,Male
Noemi Wims,2.118257524,2.404576351,1.00932807,2.77125826,Female
Jeromy Feake,3.387132683,3.557579799,1.106389635,1.243044194,Male
Alejandro Pease,2.137045959,2.512782391,2.881454566,3.393007353,Male
Robin Frantzen,3.852785678,3.306377973,2.044321145,2.425255647,Female
Isaac Denisyuk,3.302791163,2.275503714,1.668454552,2.53178966,Male
Lionello Crutchley,2.641360129,1.753694836,3.042022343,1.582999767,Male
Cull Baffin,2.899688204,1.818852638,3.153215553,1.990895285,Male
Harriott Kidman,1.65127687,3.011642552,1.729174997,3.587435743,Female
Carol Jacquest,2.558557522,1.622350053,1.613746478,2.923737952,Female
Eartha Wyre,1.839040548,2.556035568,3.8404943,3.382473848,Female
Walker Gamet,2.056863052,3.483527579,1.214483362,3.10184485,Male
Kissee Jewiss,1.375019595,1.546318713,3.952942502,3.519326171,Female
Prudence Dashkovich,3.21410909,2.446014858,2.088395219,1.086482232,Female
Lottie Donhardt,2.78896961,3.427407164,2.603293159,3.05581607,Female
Chris Puller,3.408142978,1.406093673,1.531713197,1.506958398,Male
Ker Sizeland,1.352150864,2.730685989,3.181134129,3.62633282,Male
Mahmoud Mundall,1.248205263,3.058847955,3.298784309,3.619004772,Male
Romy Farrant,1.34769738,3.926431831,3.296728432,2.92613171,Female
Olenolin Zaczek,1.425324412,3.594620017,2.603173819,1.670216021,Male
Revkah Jurkowski,2.787802895,2.302043034,1.139010547,1.196575367,Female
Aurlie Affleck,1.125118623,2.136595135,3.27184948,2.887316132,Female
Aundrea Edelheid,2.4201576,2.538417707,1.332609716,1.039158601,Female
Modestia Fairrie,1.110824464,2.035718016,1.559120425,1.912438177,Female
Dixie Pude,2.499651513,2.586599443,2.304932625,1.466463417,Female
Jody Glenn,1.148415544,3.10042264,3.793590683,3.608627682,Female
Augie Kettlewell,3.078003131,3.878261517,2.750280121,1.439555931,Male
Sholom Klaas,1.290441425,1.431058596,2.370346546,2.590217255,Male
Darleen Earry,2.736238111,1.787532016,1.185084918,2.22623312,Female
Bethina Snashall,2.512423496,3.723477566,2.766242109,3.656863807,Female
Eirena Risbridge,2.392228099,2.954912088,1.268664215,1.220461946,Female
Alejandro Erangy,2.121565556,3.32408285,3.522096919,3.984419683,Male
Doll Woolstenholmes,2.714260343,2.192267272,2.947649936,3.410174495,Female
Marlee Cant,3.201875247,1.308135296,2.1831237,2.399360551,Female
Ado Flageul,1.148471961,1.316213252,2.641517147,3.249298816,Male
Olin Roubert,1.252536218,2.513600581,3.548829651,3.940369449,Male
Gal Iacobini,3.801024231,2.460739331,3.675569778,2.623313025,Male
Mady Burder,2.172456969,3.552229535,3.822115292,2.145122474,Female
Dawn Ronan,3.516088567,3.732009622,1.828212713,1.065767426,Female
Garreth Basnett,2.254460157,1.664479538,1.920846958,1.23600903,Male
Nada Durrans,1.403356647,1.171059708,3.045865183,3.022468891,Female
Codi Keedwell,1.813947511,2.532681611,2.091082319,3.363475438,Male
Genna Curphey,3.511934835,3.573247132,1.700557705,2.01923025,Female
Vidovic McClaughlin,2.21984991,1.456778785,1.684556993,1.127435594,Male
Elvera Kyneton,1.40793182,1.80749396,3.607739892,1.806249898,Female
De Farries,3.303139479,3.592557899,3.07938848,2.316653711,Female
Ludvig Petrelli,3.458153213,1.418926337,2.507997142,2.37115159,Male
Margette Kestian,1.847481666,3.052681837,1.929563704,3.931694923,Female
Toinette Killough,1.976617016,2.223418486,2.527259648,2.831108196,Female
Vonny Lalevee,1.611274397,2.048951509,2.136082449,3.748757257,Female
Carola Blackway,1.835362535,2.76446576,2.546578976,1.366722286,Female
Sloane Insley,3.754066044,3.443832891,3.896993647,1.276188742,Male
Nissa Sheppard,2.415800868,1.562450887,3.780256121,2.483588459,Female
Ericha Tommaseo,1.981065033,2.614802068,1.378386087,2.406685972,Female
Annis Blesing,1.030663352,2.200250316,1.093160111,2.62566029,Female
Valma Djurevic,3.505956845,3.351294942,3.053739959,3.293543503,Female
Torin Bust,1.852622543,2.369160079,3.613006517,1.150865998,Male
Kylie Thornhill,2.365622875,3.861792092,2.800131878,1.271996054,Male
Laurice Pettus,2.421686418,1.78860889,2.521000706,3.03172449,Female
Junina Medcalfe,2.001046138,3.23022774,2.501460178,3.83964535,Female
Roxie Galey,3.972726369,3.096305317,2.855384912,2.215080808,Female
Hanni Janko,2.411153898,3.090558885,1.177969641,2.672921476,Female
Kellsie Ingrem,3.90339822,2.216095453,3.291576439,2.966205534,Female
Leanor Bilson,2.134227245,3.855913097,2.020247451,3.786668998,Female
Tynan Gilman,2.16328351,2.08907289,1.28198134,1.475236074,Male
Jayme Kelberer,2.37822346,1.417342413,2.851363008,2.406609236,Female
Codee Durie,1.601087617,3.466384435,3.744173299,1.474771286,Female
Keir Lyman,3.639011522,2.438484768,3.977182892,1.437487395,Male
Amby Jereatt,3.767926603,2.227767151,3.194614337,3.374322183,Male
Tabbie Fleeman,1.165211731,2.756832504,2.941918699,2.648036198,Male
Sydney Overthrow,2.541227914,2.932897931,3.574888181,1.765998347,Female
Agathe Condict,2.705795833,3.458081164,3.586458394,2.037045384,Female
Clyde Dorey,1.18922393,1.528633488,1.98514211,2.061403428,Male
Emlen Verma,1.004893583,1.642487025,3.466031732,2.837026067,Male
Chickie Mankor,3.467610988,2.075999414,3.565251475,1.856485961,Female
Randall Gibbins,2.288351855,2.404760032,2.060819628,2.325864528,Male
Josie Beynon,3.31802168,2.147803016,1.894271414,1.267862125,Female
Howie Meddings,3.527212647,3.997881731,1.162715754,2.950802319,Male
Kelila Barney,2.52488739,2.790770111,1.226393952,1.224446787,Female
Armin Dows,3.67871854,2.516975903,3.75242279,2.055530437,Male
Josepha Carbett,2.017440765,2.814016493,1.34089443,3.691293581,Female
Morrie Duligal,2.399873676,2.102692555,3.530498805,3.038594258,Male
Carroll Rosedale,3.592547897,3.747602591,2.378590235,1.941993325,Female
Skylar Cosley,1.340928311,1.275775688,3.643547151,2.70402586,Male
Serena Kemson,2.65403132,2.99989697,3.858089111,1.395374057,Female
Evin Luno,1.451168856,1.063574731,3.132815134,1.279012968,Male
Muffin McShee,2.162445221,2.519348586,2.051401295,3.652202208,Male
Winfred O'Dare,1.25011437,1.929477721,3.102609695,2.139319203,Male
Sibylle Leary,2.536674035,1.655162913,1.806032673,1.787641849,Female
Flss Benyan,3.024457754,2.12928576,3.527801033,1.075811749,Female
Felike Roubert,2.609454966,2.488575792,2.04923989,2.110990611,Male
Mortimer Tassel,3.648662319,1.581381493,1.100544186,2.429193793,Male
Shirlee Richie,3.513312661,2.605123901,2.612521033,1.274648173,Female
Bria Marskell,2.755091614,2.60406158,1.116560269,3.912534913,Female
Aaren Vereker,2.265357131,2.587847905,1.732724018,1.7153105,Female
Tabby Wasielewski,2.715571411,3.68093004,2.985261504,3.948704714,Female
Timothee Skeldinge,1.723409445,2.408842597,2.635165182,1.524073059,Male
Chiarra Decort,3.942745859,1.611070969,3.166987696,1.690410038,Female
Dona Frazer,3.923390624,1.130562779,2.855726355,1.535335189,Female
Riobard Beamond,3.404234136,3.928684947,1.538998642,1.10968566,Male
Dodie Petrovsky,2.731332693,3.083775494,2.262080362,3.648920836,Female
Tiffie Willingale,2.455255966,2.928652373,2.6764201,2.111411758,Female
Donnie Ollerenshaw,3.559955622,1.655725887,1.840657236,1.320585727,Female
Saundra Lazar,1.816117283,1.944519975,1.711510487,3.027873685,Female
Talyah Artus,2.009190219,2.689906315,3.697815585,1.620489619,Female
Joby Naper,1.950481231,3.512493416,1.643698249,2.074034712,Female
Ruthy Haddow,1.115445337,3.987498603,1.984030164,2.337632892,Female
Kingston Leppington,1.444227155,2.735810438,1.830765377,2.193882377,Male
Breena Bourcq,3.502620729,3.433626003,2.154815196,2.120713079,Female
Barnard Furminger,3.647381287,2.591524359,1.798647593,1.794921433,Male
Alexis Hethron,3.550146291,2.460949334,3.644099828,3.718532143,Male
Morten Pengilley,3.189465778,3.478537038,3.741576126,2.272211216,Male
Robert Wimbridge,1.683063278,3.906820909,1.173733733,3.862748617,Male
Dallon Littlejohn,1.15868071,2.624219507,2.870839446,2.778686202,Male
Chaim Venable,3.076287639,1.34273642,3.681433383,1.640209419,Male
Davin Giovannazzi,3.100639425,2.677094458,1.286056198,1.374081055,Male
Abbey Deftie,3.894440367,3.651308943,1.132371164,3.286562894,Male
Nicola Quinnell,1.201936952,3.5367008,2.19050079,3.515262286,Female
Adrian Blackeby,2.671429915,3.087657207,2.469758568,1.57052011,Female
Caresa Christene,2.546256696,3.847604006,1.12352173,2.206867854,Female
Rustie Carvell,3.112874653,2.914962768,2.858987497,2.841014637,Male
Heidi Vynarde,1.977657736,3.739671374,1.009402163,1.064715492,Female
Aline Gosby,3.771133548,2.089948598,3.228678618,2.58601153,Female
Muffin Davidde,1.855292561,2.984562282,3.574666255,3.615904066,Female
Nehemiah McCambrois,3.072385559,3.141375565,3.171464003,3.353854947,Male
Gilda Matevushev,1.469289178,3.217206972,3.32067644,2.0083719,Female
Karissa Wilkenson,2.821973985,2.436947391,2.213233018,3.551260742,Female
Prisca Shilleto,3.829709428,1.814954404,2.314534877,2.124568203,Female
Enos Godbert,3.734506804,3.114948486,1.890170542,2.462407891,Male
Hortense Wernher,2.734377655,1.782008356,3.961067226,2.651991876,Female
Armando Keneford,3.381232603,3.300110338,3.735778487,1.634492125,Male
Randi Fronks,1.126369368,1.086104649,3.169411509,1.264577479,Female
Imogen Howat,1.06230427,1.800918885,1.457294172,3.281436406,Female
Tarrance McAlinden,2.507215009,1.065557508,2.129103108,3.664937469,Male
Louie Waszczykowski,2.838548067,1.687366678,2.574397467,1.077013338,Male
Clemens Fishleigh,1.250579921,1.703615714,2.956931156,2.537928449,Male
Dee dee Meaddowcroft,3.980141769,1.208752014,1.103181348,2.178751611,Female
Kendal Eltun,1.181913444,1.394379972,1.971633509,2.937262898,Male
Dedie Forge,2.802323505,3.986432938,2.125195163,2.195467039,Female
Kameko Anderl,3.79407819,3.677790876,3.756251555,1.253901922,Female
Tootsie Barnett,1.867476543,3.27165126,3.948289678,2.766480848,Female
Shannan Whitehorn,2.86269647,1.959263463,1.023561635,2.813084235,Male
Dolorita Waldock,1.509449894,2.675120305,3.424332607,2.817369487,Female
Curt McGrayle,1.242153953,3.081445545,3.992447535,1.352091106,Male
Olvan Deport,2.489695533,1.120065471,1.763164045,2.87501862,Male
Alejandrina Flacknoe,3.891177592,1.037436464,1.914796803,1.147047706,Female
Wilma Willoughley,3.669788348,3.842598598,2.247931571,1.51707071,Female
Ermentrude Bowerman,1.993479456,2.043600217,3.780103379,1.189052385,Female
Hephzibah Gammell,1.76980697,2.236632504,1.025899544,1.719359853,Female
Benito Scorthorne,2.824063531,1.606047704,3.592042562,1.836383325,Male
Teddie Sivewright,1.083860828,2.28627773,3.268002317,3.046736308,Male
Charmain Ryley,2.276360281,2.211827649,3.445906957,2.243326957,Female
Gilbert Butrimovich,1.434622446,3.908225548,2.060940279,1.838563602,Male
Flemming Burleton,2.292900839,2.209094745,2.901322391,1.975989124,Male
Henrietta Camillo,3.629357817,3.991278548,3.748479288,2.192295398,Female
Kim Stevenson,1.128112202,3.988148986,3.268398236,2.040641925,Female
Leann A'field,3.403661171,3.8435214,3.567349684,1.390625535,Female
Templeton Davids,2.04082365,3.367519909,1.130309248,3.748248595,Male
Marchelle Shalloo,1.194993018,3.509003286,2.947546551,2.093927517,Female
Vivyanne Thay,3.671516073,1.900931875,3.236500811,2.360133416,Female
Dominick Brunker,3.822908425,2.013039154,2.561469693,1.087253576,Male
Granthem Halsey,3.777423817,1.301069096,2.778553414,3.840528198,Male
Barron Espinazo,2.636873038,1.072116155,1.936380255,1.954969302,Male
Felecia Neylan,1.792111413,3.298692427,1.62866786,1.259020916,Female
Annice Ismay,1.519129891,3.98497809,1.872304592,1.99239006,Female
Lamond Voase,1.253060604,1.061312117,2.467372979,1.594027133,Male
Anabel Chatin,3.643391197,3.740988658,3.802936353,2.575632129,Female
Deeann Gurnett,2.705496422,1.29923136,1.237263339,2.988796128,Female
Claude Steagall,1.685796961,3.082941544,2.903085925,1.226993184,Female
Jennilee Bruhke,1.12295226,1.984152789,3.13030713,2.665605255,Female
Ruby McCumesky,3.052618949,2.440473052,3.357298071,3.676476667,Female
Maison Vogeller,3.27544437,3.612826519,1.255549703,1.389065722,Male
